label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
close,0.5092954039573669,0.7078617811203003,-1.4241018675420491e-07,0.5417549014091492,0.6844735741615295,-0.045312460511922836,0.5720217227935791,0.6386557817459106,-0.07019069045782089,0.578110933303833,0.5771928429603577,-0.08952444046735764,0.5587005019187927,0.5324786305427551,-0.10243391245603561,0.5801262855529785,0.5056616067886353,-0.03306404873728752,0.5535368323326111,0.4849976599216461,-0.06326434761285782,0.5497767329216003,0.5473039746284485,-0.07416138052940369,0.5586670637130737,0.5640817284584045,-0.07728062570095062,0.5474914312362671,0.4962894320487976,-0.02109951712191105,0.5251611471176147,0.4803089201450348,-0.053621478378772736,0.5258896946907043,0.5665118098258972,-0.05317556858062744,0.5381156802177429,0.564053475856781,-0.04489375650882721,0.5175026059150696,0.4993101954460144,-0.01569223776459694,0.49619609117507935,0.48895010352134705,-0.04805566743016243,0.5004505515098572,0.5619083046913147,-0.03543238341808319,0.5135630965232849,0.5649649500846863,-0.019206861034035683,0.48704448342323303,0.5084872245788574,-0.014504284597933292,0.47407785058021545,0.5024883151054382,-0.03385062888264656,0.47945636510849,0.5522266030311584,-0.026752198114991188,0.49065977334976196,0.5610985159873962,-0.015881195664405823
close,0.5076412558555603,0.7083532214164734,-2.0121521515648055e-07,0.5408668518066406,0.6806417107582092,-0.038013558834791183,0.5709913372993469,0.6281634569168091,-0.058845534920692444,0.5771967172622681,0.5663220286369324,-0.07589764147996902,0.5590308308601379,0.5220672488212585,-0.08688707649707794,0.5725696682929993,0.5041157007217407,-0.023281682282686234,0.5584664344787598,0.4721216857433319,-0.05302717909216881,0.5550177693367004,0.5361278653144836,-0.06536281853914261,0.5608745813369751,0.5546950101852417,-0.06963229924440384,0.5390204787254333,0.49899038672447205,-0.015450183302164078,0.5280166268348694,0.4710574448108673,-0.046715740114450455,0.5290300250053406,0.5573622584342957,-0.04780896380543709,0.536375105381012,0.5575236678123474,-0.040846087038517,0.5090475678443909,0.5054687857627869,-0.014039632864296436,0.4964233338832855,0.486356645822525,-0.045202530920505524,0.5013527274131775,0.5594948530197144,-0.0336180180311203,0.5096525549888611,0.5606011152267456,-0.018345562741160393,0.4799051284790039,0.5180436968803406,-0.016220573335886,0.47149842977523804,0.5055230259895325,-0.03333796188235283,0.47873786091804504,0.5541751980781555,-0.02485940419137478,0.487339586019516,0.5614732503890991,-0.013676744885742664
close,0.4944571256637573,0.6730373501777649,-2.2853994607885397e-07,0.5301915407180786,0.6251757144927979,-0.01693544164299965,0.5560564994812012,0.5611761808395386,-0.028173647820949554,0.5675340890884399,0.5032289624214172,-0.038875047117471695,0.5515560507774353,0.4684467911720276,-0.04513724148273468,0.5163756012916565,0.462456613779068,-0.013042831793427467,0.5344656705856323,0.4352472126483917,-0.03572259470820427,0.539861798286438,0.4986925721168518,-0.04491100832819939,0.5304821729660034,0.5150231122970581,-0.04839296638965607,0.488118439912796,0.4651127755641937,-0.014613950625061989,0.510546863079071,0.4616929292678833,-0.03890330716967583,0.5189350247383118,0.537142276763916,-0.04389249160885811,0.5070812702178955,0.5374023914337158,-0.042713504284620285,0.4643647074699402,0.4866979420185089,-0.019047290086746216,0.4889388680458069,0.49962031841278076,-0.04254933074116707,0.49889519810676575,0.561837911605835,-0.03704118728637695,0.4877608120441437,0.5606130361557007,-0.028440063819289207,0.44432389736175537,0.516326367855072,-0.02491072565317154,0.4688839018344879,0.5348227620124817,-0.03821494057774544,0.4805053472518921,0.5733893513679504,-0.0328199677169323,0.471781462430954,0.5760195255279541,-0.025176983326673508
close,0.29749858379364014,0.9429867267608643,-2.3497820222928567e-07,0.3366164267063141,0.8857115507125854,-0.022154543548822403,0.37026354670524597,0.8113237619400024,-0.037128690630197525,0.3878863751888275,0.7421825528144836,-0.050956085324287415,0.36644282937049866,0.7026699185371399,-0.06008549779653549,0.3271074593067169,0.7060279846191406,-0.01920030079782009,0.35090798139572144,0.6733493804931641,-0.0455869622528553,0.3517114520072937,0.7494790554046631,-0.05647866427898407,0.3364013731479645,0.764756441116333,-0.06058541685342789,0.29256755113601685,0.7094372510910034,-0.0199083611369133,0.3186644911766052,0.6978394389152527,-0.04621383547782898,0.32467010617256165,0.7871375679969788,-0.05064251273870468,0.31049844622612,0.7806304097175598,-0.049583956599235535,0.2614589035511017,0.7326223254203796,-0.023906053975224495,0.28796693682670593,0.7305323481559753,-0.050049811601638794,0.2972329258918762,0.8061444759368896,-0.040931735187768936,0.28276243805885315,0.8040486574172974,-0.030159737914800644,0.23237216472625732,0.7624663710594177,-0.029618266969919205,0.2579275071620941,0.7621628046035767,-0.04376951605081558,0.27078697085380554,0.8103850483894348,-0.03374907374382019,0.25960174202919006,0.8183185458183289,-0.02299257181584835
close,0.302683562040329,0.944656252861023,-2.1094734847793006e-07,0.3409353792667389,0.8907980918884277,-0.024136822670698166,0.37499213218688965,0.8139883279800415,-0.04005597531795502,0.39248642325401306,0.7451350092887878,-0.054326195269823074,0.3708120286464691,0.7078011631965637,-0.06371816247701645,0.3337007164955139,0.70755535364151,-0.021583784371614456,0.35711145401000977,0.6772969365119934,-0.04744263365864754,0.35729455947875977,0.7536117434501648,-0.056807976216077805,0.34165385365486145,0.7675995230674744,-0.05991525948047638,0.29871222376823425,0.7109993696212769,-0.021332306787371635,0.3248414695262909,0.6988388895988464,-0.04709853604435921,0.3299975097179413,0.7917490601539612,-0.0495847687125206,0.31579717993736267,0.7838630080223083,-0.0468856506049633,0.267045259475708,0.7338454723358154,-0.024556225165724754,0.29339006543159485,0.7345247864723206,-0.05022960901260376,0.30246812105178833,0.8110866546630859,-0.03998226672410965,0.2882176637649536,0.8075824975967407,-0.028510600328445435,0.23747918009757996,0.7629984021186829,-0.029733698815107346,0.2625434100627899,0.767512857913971,-0.04385114088654518,0.27578797936439514,0.815342903137207,-0.03396046534180641,0.2651260495185852,0.8209455013275146,-0.023377208039164543
close,0.31558188796043396,0.9636213779449463,-3.2203453770307533e-07,0.359468549489975,0.9086592793464661,-0.02402186207473278,0.39642027020454407,0.8317174911499023,-0.03988363966345787,0.41480231285095215,0.7637197375297546,-0.054383452981710434,0.39394453167915344,0.7326304316520691,-0.06404779106378555,0.35172978043556213,0.7182636260986328,-0.024898897856473923,0.3765525817871094,0.6879375576972961,-0.051718030124902725,0.37885236740112305,0.7660349607467651,-0.06225895509123802,0.36512666940689087,0.7861332893371582,-0.06682679802179337,0.31428295373916626,0.7222398519515991,-0.026393543928861618,0.34248408675193787,0.7170992493629456,-0.054642628878355026,0.349417507648468,0.8070777654647827,-0.06020577624440193,0.3356308043003082,0.8041912913322449,-0.059978730976581573,0.2813931703567505,0.7481064796447754,-0.030876507982611656,0.31035977602005005,0.7538695335388184,-0.058720916509628296,0.32020965218544006,0.8295584917068481,-0.05076226219534874,0.3056093156337738,0.8270662426948547,-0.0408657006919384,0.25098252296447754,0.7819567322731018,-0.03728929162025452,0.2779354453086853,0.7894041538238525,-0.053312331438064575,0.29251113533973694,0.8377755880355835,-0.044310856610536575,0.2822219431400299,0.8439098000526428,-0.034323111176490784
close,0.3215692341327667,0.9822493195533752,-3.5104940820929187e-07,0.36935141682624817,0.9270079135894775,-0.023821938782930374,0.4080455005168915,0.8511231541633606,-0.03924781456589699,0.42699936032295227,0.7816014289855957,-0.05339958518743515,0.40584126114845276,0.7485842108726501,-0.06259164214134216,0.3614810109138489,0.7294418811798096,-0.023062871769070625,0.3869587481021881,0.7079457640647888,-0.04994656890630722,0.3880287706851959,0.7872084975242615,-0.06041070073843002,0.3736957311630249,0.8079029321670532,-0.06526343524456024,0.32314571738243103,0.7313722372055054,-0.02528102695941925,0.35247543454170227,0.7356532216072083,-0.05446799471974373,0.35797569155693054,0.8271443843841553,-0.060757238417863846,0.3439958691596985,0.8234958052635193,-0.060823675245046616,0.28964829444885254,0.7572444081306458,-0.030567480251193047,0.3199373781681061,0.7724841833114624,-0.05993390828371048,0.32849207520484924,0.8501534461975098,-0.052720095962285995,0.3131256699562073,0.8456171751022339,-0.043122224509716034,0.2587747275829315,0.7930254936218262,-0.037865910679101944,0.28841492533683777,0.8131553530693054,-0.05641284957528114,0.3017091155052185,0.8646758794784546,-0.04893116652965546,0.28985247015953064,0.8678671717643738,-0.03961731120944023
close,0.33240190148353577,1.0005735158920288,-4.3581286490734783e-07,0.38352343440055847,0.9494786262512207,-0.022788826376199722,0.425559401512146,0.8779891729354858,-0.03957816958427429,0.44557082653045654,0.8072934746742249,-0.05591791495680809,0.4250885546207428,0.7740479111671448,-0.06771129369735718,0.37427762150764465,0.741625964641571,-0.02382510155439377,0.40269479155540466,0.7240886688232422,-0.05091077834367752,0.40501922369003296,0.8048317432403564,-0.06189004331827164,0.39011433720588684,0.8314483761787415,-0.06711826473474503,0.3344508409500122,0.7442802786827087,-0.02720802091062069,0.3693178594112396,0.7614383697509766,-0.05524846911430359,0.37436792254447937,0.8562287092208862,-0.061188653111457825,0.3583226203918457,0.8561877012252808,-0.061556894332170486,0.3008318543434143,0.772976279258728,-0.033467087894678116,0.3361758589744568,0.7993729710578918,-0.06074337288737297,0.3440091609954834,0.8773531317710876,-0.05334896594285965,0.32714226841926575,0.876027524471283,-0.04442335665225983,0.2709878087043762,0.8131870627403259,-0.04190779849886894,0.3044455647468567,0.8416990041732788,-0.058743562549352646,0.31801262497901917,0.892740786075592,-0.05124672129750252,0.3057081997394562,0.8976159691810608,-0.042380765080451965
close,0.3483673930168152,0.9977531433105469,-4.2483156903472263e-07,0.39730679988861084,0.9541009664535522,-0.023958250880241394,0.43877846002578735,0.8861009478569031,-0.04054281488060951,0.4583373963832855,0.8177160024642944,-0.056145306676626205,0.4401170313358307,0.7858099341392517,-0.06708616018295288,0.38647791743278503,0.7469313740730286,-0.025558294728398323,0.4166940748691559,0.7326155304908752,-0.05326734855771065,0.4199914038181305,0.8177495002746582,-0.0653059333562851,0.40640681982040405,0.8442103862762451,-0.07133758068084717,0.34687575697898865,0.7485781311988831,-0.028484880924224854,0.3846859931945801,0.7687655091285706,-0.05791593715548515,0.3901423215866089,0.8640494346618652,-0.06513731926679611,0.3743075132369995,0.8687856197357178,-0.06637439876794815,0.31371086835861206,0.7780030965805054,-0.034396883100271225,0.3529694676399231,0.8127561211585999,-0.06265053153038025,0.3601377606391907,0.8904283046722412,-0.05715159326791763,0.3434899151325226,0.890834391117096,-0.049135927110910416,0.2846497595310211,0.817779541015625,-0.04249207302927971,0.3203393518924713,0.8551969528198242,-0.059295378625392914,0.33258116245269775,0.9053449034690857,-0.05303388088941574,0.3197377920150757,0.9089181423187256,-0.045153483748435974
close,0.36281177401542664,1.0079371929168701,-4.919858156426926e-07,0.4139169752597809,0.957979679107666,-0.023526296019554138,0.45516008138656616,0.8869684934616089,-0.04079770669341087,0.475411593914032,0.8161377310752869,-0.05787542834877968,0.45578962564468384,0.777940034866333,-0.07016532868146896,0.3986336886882782,0.7454320192337036,-0.02380908839404583,0.4294678866863251,0.7270059585571289,-0.052663177251815796,0.4338163733482361,0.8120025992393494,-0.06442143768072128,0.4202861785888672,0.8430282473564148,-0.06964847445487976,0.3579092025756836,0.7494446635246277,-0.026990970596671104,0.39765051007270813,0.7675514817237854,-0.05609135702252388,0.4040663242340088,0.8642395734786987,-0.061532165855169296,0.38806360960006714,0.8683793544769287,-0.06156211346387863,0.3248690962791443,0.7798932790756226,-0.0335681289434433,0.36553800106048584,0.8105153441429138,-0.0603032223880291,0.37264296412467957,0.8891266584396362,-0.05227012559771538,0.3547463119029999,0.891339898109436,-0.043295543640851974,0.29596760869026184,0.8210918307304382,-0.042739979922771454,0.33310258388519287,0.8569005131721497,-0.05843609198927879,0.345177561044693,0.9079299569129944,-0.05142383277416229,0.33197519183158875,0.91170734167099,-0.043314605951309204
